# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
2.459000000000000075e-02 4.272999999999999715e-02
2.517000000000000140e-02 4.288999999999999757e-02
2.574999999999999858e-02 4.306999999999999718e-02
2.634999999999999842e-02 4.324000000000000066e-02
2.697000000000000092e-02 4.343000000000000332e-02
2.759999999999999953e-02 4.361999999999999905e-02
2.824000000000000121e-02 4.381999999999999784e-02
2.889999999999999861e-02 4.402999999999999969e-02
2.957999999999999866e-02 4.424000000000000155e-02
3.026999999999999830e-02 4.447000000000000258e-02
3.097000000000000100e-02 4.469999999999999668e-02
3.169999999999999901e-02 4.494999999999999690e-02
3.243999999999999662e-02 4.519999999999999712e-02
3.318999999999999728e-02 4.546000000000000041e-02
3.397000000000000020e-02 4.574000000000000288e-02
3.475999999999999923e-02 4.601999999999999841e-02
3.556999999999999745e-02 4.632000000000000006e-02
3.640000000000000180e-02 4.662999999999999784e-02
3.724999999999999839e-02 4.694999999999999868e-02
3.812000000000000111e-02 4.728000000000000258e-02
3.901000000000000301e-02 4.762000000000000260e-02
3.991999999999999715e-02 4.798000000000000181e-02
4.084999999999999742e-02 4.836000000000000021e-02
4.180999999999999994e-02 4.873999999999999860e-02
4.277999999999999858e-02 4.914999999999999925e-02
4.377999999999999947e-02 4.955999999999999989e-02
4.479999999999999954e-02 5.000000000000000278e-02
4.585000000000000187e-02 5.043999999999999873e-02
4.692000000000000337e-02 5.090999999999999692e-02
4.800999999999999712e-02 5.138999999999999818e-02
4.913000000000000006e-02 5.190000000000000169e-02
5.027999999999999831e-02 5.242000000000000132e-02
5.145000000000000268e-02 5.294999999999999707e-02
5.265999999999999848e-02 5.351000000000000201e-02
5.387999999999999734e-02 5.408999999999999919e-02
5.514000000000000151e-02 5.469000000000000250e-02
5.643000000000000099e-02 5.530999999999999805e-02
5.775000000000000272e-02 5.594999999999999973e-02
5.908999999999999669e-02 5.661000000000000060e-02
6.047000000000000292e-02 5.729999999999999677e-02
6.187999999999999751e-02 5.800999999999999907e-02
6.332999999999999741e-02 5.874000000000000055e-02
6.481000000000000649e-02 5.949999999999999734e-02
6.632000000000000395e-02 6.028000000000000025e-02
6.786999999999999977e-02 6.108999999999999847e-02
6.944999999999999785e-02 6.192000000000000282e-02
7.106999999999999429e-02 6.278000000000000247e-02
7.273000000000000298e-02 6.365999999999999437e-02
7.442999999999999616e-02 6.457999999999999852e-02
7.617000000000000159e-02 6.550999999999999879e-02
7.793999999999999539e-02 6.647999999999999743e-02
7.975999999999999757e-02 6.747000000000000219e-02
8.162999999999999423e-02 6.848999999999999533e-02
8.352999999999999314e-02 6.954000000000000459e-02
8.548000000000000043e-02 7.062000000000000222e-02
8.747000000000000608e-02 7.172000000000000597e-02
8.952000000000000235e-02 7.284999999999999809e-02
9.160999999999999699e-02 7.401000000000000634e-02
9.374000000000000388e-02 7.520000000000000295e-02
9.593000000000000138e-02 7.641000000000000569e-02
9.816999999999999338e-02 7.764999999999999680e-02
1.005000000000000060e-01 7.890999999999999404e-02
1.028000000000000025e-01 8.019999999999999352e-02
1.052000000000000018e-01 8.150999999999999912e-02
1.077000000000000041e-01 8.284999999999999309e-02
1.102000000000000063e-01 8.420999999999999319e-02
1.126999999999999946e-01 8.558999999999999941e-02
1.154000000000000026e-01 8.699999999999999400e-02
1.180999999999999966e-01 8.841999999999999860e-02
1.208000000000000046e-01 8.985999999999999543e-02
1.236000000000000015e-01 9.131999999999999840e-02
1.265000000000000013e-01 9.278999999999999748e-02
1.295000000000000040e-01 9.427000000000000657e-02
1.325000000000000067e-01 9.576999999999999402e-02
1.355999999999999983e-01 9.729000000000000148e-02
1.388000000000000067e-01 9.880999999999999506e-02
1.419999999999999873e-01 1.003000000000000003e-01
1.453000000000000125e-01 1.019000000000000045e-01
1.486999999999999988e-01 1.034000000000000058e-01
1.522000000000000020e-01 1.049999999999999961e-01
1.557000000000000051e-01 1.064999999999999974e-01
1.593999999999999861e-01 1.081000000000000016e-01
1.630999999999999950e-01 1.096000000000000030e-01
1.668999999999999928e-01 1.111999999999999933e-01
1.708000000000000074e-01 1.126999999999999946e-01
1.748000000000000109e-01 1.142999999999999988e-01
1.789000000000000035e-01 1.158000000000000002e-01
1.829999999999999960e-01 1.174000000000000044e-01
1.872999999999999943e-01 1.189000000000000057e-01
1.917000000000000093e-01 1.203999999999999931e-01
1.960999999999999965e-01 1.219999999999999973e-01
2.006999999999999895e-01 1.234999999999999987e-01
2.053999999999999992e-01 1.250000000000000000e-01
2.101999999999999980e-01 1.265999999999999903e-01
2.151000000000000134e-01 1.280999999999999917e-01
2.200999999999999901e-01 1.295999999999999930e-01
2.253000000000000003e-01 1.310999999999999943e-01
2.305000000000000104e-01 1.325999999999999956e-01
2.358999999999999986e-01 1.340999999999999970e-01
2.414000000000000035e-01 1.355999999999999983e-01
2.470999999999999863e-01 1.370999999999999996e-01
2.528000000000000247e-01 1.386000000000000010e-01
2.586999999999999855e-01 1.401000000000000023e-01
2.647999999999999798e-01 1.416000000000000036e-01
2.708999999999999742e-01 1.431000000000000050e-01
2.772999999999999909e-01 1.446000000000000063e-01
2.837000000000000077e-01 1.461000000000000076e-01
2.903999999999999915e-01 1.476000000000000090e-01
2.970999999999999752e-01 1.491999999999999993e-01
3.040999999999999814e-01 1.507000000000000006e-01
3.111999999999999766e-01 1.522000000000000020e-01
3.184000000000000163e-01 1.537999999999999923e-01
3.259000000000000230e-01 1.552999999999999936e-01
3.335000000000000187e-01 1.569000000000000117e-01
3.412000000000000033e-01 1.584000000000000130e-01
3.492000000000000104e-01 1.600000000000000033e-01
3.573999999999999955e-01 1.615999999999999936e-01
3.657000000000000250e-01 1.632000000000000117e-01
3.741999999999999771e-01 1.648999999999999910e-01
3.830000000000000071e-01 1.665000000000000091e-01
3.919000000000000261e-01 1.681999999999999884e-01
4.011000000000000121e-01 1.698000000000000065e-01
4.103999999999999870e-01 1.715000000000000135e-01
4.199999999999999845e-01 1.731999999999999929e-01
4.298000000000000154e-01 1.749999999999999889e-01
4.398000000000000242e-01 1.766999999999999960e-01
4.501000000000000001e-01 1.784999999999999920e-01
4.606000000000000094e-01 1.802999999999999881e-01
4.713999999999999857e-01 1.821000000000000119e-01
4.823999999999999955e-01 1.839000000000000079e-01
4.935999999999999832e-01 1.857999999999999929e-01
5.050999999999999934e-01 1.877000000000000057e-01
5.169000000000000261e-01 1.895999999999999908e-01
5.290000000000000258e-01 1.915999999999999925e-01
5.413000000000000034e-01 1.935999999999999943e-01
5.540000000000000480e-01 1.955999999999999961e-01
5.668999999999999595e-01 1.975999999999999979e-01
5.800999999999999490e-01 1.996999999999999886e-01
5.937000000000000055e-01 2.018000000000000071e-01
6.075000000000000400e-01 2.039999999999999869e-01
6.217000000000000304e-01 2.061999999999999944e-01
6.361999999999999877e-01 2.084000000000000019e-01
6.511000000000000121e-01 2.106999999999999984e-01
6.663000000000000034e-01 2.129999999999999949e-01
6.817999999999999616e-01 2.154000000000000081e-01
6.976999999999999869e-01 2.177999999999999936e-01
7.139999999999999680e-01 2.202000000000000068e-01
7.307000000000000162e-01 2.227999999999999980e-01
7.477000000000000313e-01 2.253000000000000003e-01
7.651999999999999913e-01 2.280000000000000082e-01
7.830000000000000293e-01 2.306999999999999884e-01
8.013000000000000123e-01 2.333999999999999964e-01
8.199999999999999512e-01 2.361999999999999933e-01
8.391999999999999460e-01 2.391000000000000070e-01
8.588000000000000078e-01 2.421000000000000096e-01
8.788000000000000256e-01 2.452000000000000013e-01
8.992999999999999883e-01 2.482999999999999929e-01
9.203000000000000069e-01 2.515000000000000013e-01
9.417999999999999705e-01 2.548000000000000265e-01
9.637999999999999901e-01 2.581999999999999851e-01
9.862999999999999545e-01 2.616999999999999882e-01
1.008999999999999897e+00 2.652999999999999803e-01
1.032999999999999918e+00 2.691000000000000059e-01
1.056999999999999940e+00 2.728999999999999759e-01
1.082000000000000073e+00 2.768999999999999795e-01
1.106999999999999984e+00 2.808999999999999830e-01
1.133000000000000007e+00 2.851000000000000201e-01
1.159000000000000030e+00 2.894999999999999796e-01
1.185999999999999943e+00 2.939999999999999836e-01
1.213999999999999968e+00 2.985999999999999766e-01
1.241999999999999993e+00 3.034000000000000030e-01
1.270999999999999908e+00 3.084000000000000075e-01
1.300999999999999934e+00 3.135000000000000009e-01
1.330999999999999961e+00 3.186999999999999833e-01
1.362000000000000099e+00 3.241999999999999882e-01
1.393999999999999906e+00 3.297999999999999821e-01
1.427000000000000046e+00 3.356000000000000094e-01
1.459999999999999964e+00 3.416000000000000147e-01
1.493999999999999995e+00 3.477999999999999980e-01
1.528999999999999915e+00 3.541000000000000258e-01
1.564999999999999947e+00 3.605999999999999761e-01
1.600999999999999979e+00 3.674000000000000044e-01
1.637999999999999901e+00 3.743000000000000216e-01
1.677000000000000046e+00 3.814000000000000168e-01
1.715999999999999970e+00 3.886000000000000010e-01
1.756000000000000005e+00 3.961000000000000076e-01
1.796999999999999931e+00 4.037000000000000033e-01
1.838999999999999968e+00 4.114999999999999769e-01
1.881999999999999895e+00 4.193999999999999950e-01
1.925999999999999934e+00 4.275999999999999801e-01
1.971000000000000085e+00 4.358000000000000207e-01
2.016999999999999904e+00 4.441999999999999837e-01
2.064000000000000057e+00 4.527999999999999803e-01
2.112000000000000099e+00 4.615000000000000213e-01
2.161000000000000032e+00 4.702999999999999958e-01
2.212000000000000188e+00 4.792000000000000148e-01
2.262999999999999901e+00 4.882000000000000228e-01
2.315999999999999837e+00 4.973000000000000198e-01
2.370000000000000107e+00 5.063999999999999613e-01
2.424999999999999822e+00 5.157000000000000473e-01
2.482000000000000206e+00 5.249000000000000332e-01
2.540000000000000036e+00 5.342999999999999972e-01
2.599000000000000199e+00 5.435999999999999721e-01
2.660000000000000142e+00 5.530000000000000471e-01
2.721999999999999975e+00 5.624000000000000110e-01
2.785000000000000142e+00 5.717999999999999750e-01
2.850000000000000089e+00 5.812000000000000499e-01
2.916999999999999815e+00 5.906000000000000139e-01
2.984999999999999876e+00 5.998999999999999888e-01
3.055000000000000160e+00 6.092999999999999527e-01
3.125999999999999890e+00 6.185000000000000497e-01
3.198999999999999844e+00 6.277000000000000357e-01
3.274000000000000021e+00 6.369000000000000217e-01
3.350000000000000089e+00 6.460000000000000187e-01
3.427999999999999936e+00 6.550000000000000266e-01
3.508000000000000007e+00 6.639000000000000457e-01
3.589999999999999858e+00 6.727999999999999536e-01
3.673999999999999932e+00 6.814999999999999947e-01
3.759999999999999787e+00 6.902000000000000357e-01
3.846999999999999975e+00 6.987999999999999767e-01
3.936999999999999833e+00 7.072000000000000508e-01
4.028999999999999915e+00 7.156000000000000139e-01
4.123000000000000220e+00 7.237999999999999989e-01
4.219000000000000306e+00 7.318999999999999950e-01
4.317999999999999616e+00 7.399999999999999911e-01
4.418999999999999595e+00 7.478000000000000203e-01
4.522000000000000242e+00 7.556000000000000494e-01
4.626999999999999780e+00 7.632999999999999785e-01
4.735000000000000320e+00 7.708000000000000407e-01
4.846000000000000085e+00 7.782000000000000028e-01
4.958999999999999631e+00 7.854999999999999760e-01
5.075000000000000178e+00 7.926999999999999602e-01
5.192999999999999616e+00 7.996999999999999664e-01
5.314000000000000057e+00 8.065999999999999837e-01
5.437999999999999723e+00 8.134000000000000119e-01
5.565000000000000391e+00 8.199999999999999512e-01
5.695000000000000284e+00 8.266000000000000014e-01
5.828000000000000291e+00 8.329999999999999627e-01
5.964000000000000412e+00 8.393000000000000460e-01
6.102999999999999758e+00 8.454000000000000403e-01
6.246000000000000441e+00 8.515000000000000346e-01
6.392000000000000348e+00 8.574000000000000510e-01
6.541000000000000369e+00 8.631999999999999673e-01
6.692999999999999616e+00 8.689000000000000057e-01
6.849999999999999645e+00 8.745000000000000551e-01
7.009999999999999787e+00 8.799000000000000155e-01
7.173000000000000043e+00 8.852999999999999758e-01
7.341000000000000192e+00 8.904999999999999583e-01
7.511999999999999567e+00 8.957000000000000517e-01
7.687000000000000277e+00 9.006999999999999451e-01
7.866999999999999993e+00 9.055999999999999606e-01
8.050000000000000711e+00 9.103999999999999870e-01
8.237999999999999545e+00 9.151000000000000245e-01
8.429999999999999716e+00 9.196999999999999620e-01
8.627000000000000668e+00 9.242000000000000215e-01
8.829000000000000625e+00 9.285999999999999810e-01
9.035000000000000142e+00 9.328999999999999515e-01
9.246000000000000441e+00 9.371000000000000441e-01
9.461000000000000298e+00 9.413000000000000256e-01
9.682000000000000384e+00 9.453000000000000291e-01
9.907999999999999474e+00 9.493000000000000327e-01
1.014000000000000057e+01 9.532000000000000473e-01
1.038000000000000078e+01 9.568999999999999728e-01
1.061999999999999922e+01 9.606000000000000094e-01
1.086999999999999922e+01 9.643000000000000460e-01
1.111999999999999922e+01 9.677999999999999936e-01
1.138000000000000078e+01 9.713000000000000522e-01
1.164000000000000057e+01 9.747000000000000108e-01
1.191999999999999993e+01 9.779999999999999805e-01
1.218999999999999950e+01 9.812999999999999501e-01
1.248000000000000043e+01 9.845000000000000417e-01
1.276999999999999957e+01 9.877000000000000224e-01
1.307000000000000028e+01 9.907000000000000250e-01
1.336999999999999922e+01 9.937000000000000277e-01
1.368999999999999950e+01 9.967000000000000304e-01
1.400999999999999979e+01 9.996000000000000441e-01
1.433000000000000007e+01 1.002000000000000002e+00
1.466999999999999993e+01 1.004999999999999893e+00
1.500999999999999979e+01 1.008000000000000007e+00
1.535999999999999943e+01 1.010999999999999899e+00
1.572000000000000064e+01 1.012999999999999901e+00
1.607999999999999829e+01 1.016000000000000014e+00
1.646000000000000085e+01 1.018000000000000016e+00
1.683999999999999986e+01 1.020999999999999908e+00
1.723999999999999844e+01 1.022999999999999909e+00
1.764000000000000057e+01 1.026000000000000023e+00
1.805000000000000071e+01 1.028000000000000025e+00
1.846999999999999886e+01 1.030999999999999917e+00
1.889999999999999858e+01 1.032999999999999918e+00
1.935000000000000142e+01 1.036000000000000032e+00
1.980000000000000071e+01 1.038000000000000034e+00
2.026000000000000156e+01 1.040000000000000036e+00
2.073000000000000043e+01 1.042000000000000037e+00
2.121999999999999886e+01 1.044999999999999929e+00
2.171000000000000085e+01 1.046999999999999931e+00
2.221999999999999886e+01 1.048999999999999932e+00
2.273999999999999844e+01 1.050999999999999934e+00
2.326999999999999957e+01 1.054000000000000048e+00
2.380999999999999872e+01 1.056000000000000050e+00
2.437000000000000099e+01 1.058000000000000052e+00
2.492999999999999972e+01 1.060000000000000053e+00
2.551999999999999957e+01 1.062999999999999945e+00
2.610999999999999943e+01 1.064999999999999947e+00
2.671999999999999886e+01 1.066999999999999948e+00
2.733999999999999986e+01 1.070000000000000062e+00
2.798000000000000043e+01 1.072000000000000064e+00
2.864000000000000057e+01 1.074000000000000066e+00
2.930000000000000071e+01 1.076999999999999957e+00
2.998999999999999844e+01 1.078999999999999959e+00
3.069000000000000128e+01 1.082000000000000073e+00
3.139999999999999858e+01 1.084000000000000075e+00
3.214000000000000057e+01 1.086999999999999966e+00
3.289000000000000057e+01 1.090000000000000080e+00
3.365999999999999659e+01 1.092999999999999972e+00
3.443999999999999773e+01 1.096000000000000085e+00
3.524000000000000199e+01 1.098999999999999977e+00
3.607000000000000028e+01 1.102000000000000091e+00
3.690999999999999659e+01 1.106000000000000094e+00
3.777000000000000313e+01 1.110000000000000098e+00
3.864999999999999858e+01 1.114000000000000101e+00
3.954999999999999716e+01 1.118000000000000105e+00
4.047999999999999687e+01 1.122999999999999998e+00
4.142000000000000171e+01 1.127999999999999892e+00
4.239000000000000057e+01 1.133999999999999897e+00
4.338000000000000256e+01 1.139999999999999902e+00
4.439000000000000057e+01 1.145999999999999908e+00
4.542999999999999972e+01 1.153000000000000025e+00
4.649000000000000199e+01 1.161000000000000032e+00
4.757000000000000028e+01 1.169999999999999929e+00
4.867999999999999972e+01 1.179000000000000048e+00
4.982000000000000028e+01 1.189999999999999947e+00
5.097999999999999687e+01 1.201000000000000068e+00
5.217000000000000171e+01 1.213999999999999968e+00
5.339000000000000057e+01 1.227999999999999980e+00
5.464000000000000057e+01 1.243000000000000105e+00
5.590999999999999659e+01 1.260000000000000009e+00
5.721999999999999886e+01 1.278000000000000025e+00
5.854999999999999716e+01 1.298000000000000043e+00
5.992000000000000171e+01 1.320000000000000062e+00
6.132000000000000028e+01 1.344000000000000083e+00
6.275000000000000000e+01 1.370000000000000107e+00
6.420999999999999375e+01 1.397999999999999909e+00
6.570999999999999375e+01 1.427999999999999936e+00
6.723999999999999488e+01 1.461000000000000076e+00
6.881000000000000227e+01 1.497000000000000108e+00
7.042000000000000171e+01 1.534999999999999920e+00
7.206000000000000227e+01 1.574999999999999956e+00
7.375000000000000000e+01 1.618000000000000105e+00
7.546999999999999886e+01 1.665000000000000036e+00
7.723000000000000398e+01 1.713999999999999968e+00
7.903000000000000114e+01 1.766000000000000014e+00
8.087999999999999545e+01 1.820000000000000062e+00
8.276000000000000512e+01 1.877999999999999892e+00
8.468999999999999773e+01 1.939000000000000057e+00
8.667000000000000171e+01 2.001999999999999780e+00
8.868999999999999773e+01 2.068999999999999950e+00
9.076000000000000512e+01 2.137000000000000011e+00
9.287999999999999545e+01 2.209000000000000075e+00
9.504999999999999716e+01 2.282999999999999918e+00
9.726999999999999602e+01 2.358999999999999986e+00
9.954000000000000625e+01 2.438000000000000167e+00
1.019000000000000057e+02 2.519000000000000128e+00
1.042000000000000028e+02 2.603000000000000203e+00
1.067000000000000028e+02 2.686999999999999833e+00
1.092000000000000028e+02 2.774000000000000021e+00
1.117000000000000028e+02 2.861000000000000210e+00
1.142999999999999972e+02 2.951000000000000068e+00
1.170000000000000000e+02 3.040999999999999925e+00
1.197000000000000028e+02 3.133000000000000007e+00
1.225000000000000000e+02 3.225000000000000089e+00
1.254000000000000057e+02 3.318999999999999950e+00
1.283000000000000114e+02 3.412999999999999812e+00
1.313000000000000114e+02 3.507000000000000117e+00
1.344000000000000057e+02 3.601999999999999869e+00
1.375000000000000000e+02 3.697000000000000064e+00
1.406999999999999886e+02 3.793000000000000149e+00
1.440000000000000000e+02 3.888999999999999790e+00
1.473000000000000114e+02 3.984999999999999876e+00
1.508000000000000114e+02 4.081000000000000405e+00
1.543000000000000114e+02 4.176999999999999602e+00
1.579000000000000057e+02 4.272999999999999687e+00
1.615999999999999943e+02 4.368999999999999773e+00
1.654000000000000057e+02 4.466000000000000192e+00
1.691999999999999886e+02 4.562000000000000277e+00
1.731999999999999886e+02 4.658000000000000362e+00
1.771999999999999886e+02 4.753000000000000114e+00
1.813000000000000114e+02 4.849000000000000199e+00
1.855999999999999943e+02 4.945000000000000284e+00
1.899000000000000057e+02 5.041000000000000369e+00
1.943000000000000114e+02 5.136000000000000121e+00
1.989000000000000057e+02 5.232000000000000206e+00
2.035000000000000000e+02 5.328000000000000291e+00
2.083000000000000114e+02 5.424000000000000377e+00
2.130999999999999943e+02 5.519999999999999574e+00
2.180999999999999943e+02 5.616999999999999993e+00
2.231999999999999886e+02 5.714000000000000412e+00
2.284000000000000057e+02 5.810999999999999943e+00
2.336999999999999886e+02 5.908999999999999808e+00
2.391999999999999886e+02 6.006999999999999673e+00
2.448000000000000114e+02 6.105999999999999872e+00
2.505000000000000000e+02 6.206000000000000405e+00
2.563000000000000114e+02 6.306000000000000050e+00
2.623000000000000114e+02 6.407000000000000028e+00
2.683999999999999773e+02 6.509000000000000341e+00
2.746999999999999886e+02 6.612000000000000099e+00
2.811000000000000227e+02 6.714999999999999858e+00
2.876999999999999886e+02 6.820000000000000284e+00
2.943999999999999773e+02 6.926000000000000156e+00
3.013000000000000114e+02 7.033000000000000362e+00
3.083000000000000114e+02 7.141000000000000014e+00
3.155000000000000000e+02 7.251000000000000334e+00
3.228999999999999773e+02 7.362000000000000099e+00
3.303999999999999773e+02 7.474000000000000199e+00
3.381000000000000227e+02 7.588000000000000078e+00
3.460000000000000000e+02 7.703999999999999737e+00
3.541000000000000227e+02 7.822000000000000064e+00
3.623000000000000114e+02 7.940999999999999837e+00
3.708000000000000114e+02 8.061999999999999389e+00
3.795000000000000000e+02 8.185000000000000497e+00
3.883000000000000114e+02 8.310000000000000497e+00
3.973999999999999773e+02 8.436999999999999389e+00
4.066000000000000227e+02 8.566000000000000725e+00
4.161000000000000227e+02 8.698000000000000398e+00
4.258999999999999773e+02 8.830999999999999517e+00
4.358000000000000114e+02 8.967000000000000526e+00
4.460000000000000000e+02 9.105999999999999872e+00
4.563999999999999773e+02 9.246999999999999886e+00
4.670000000000000000e+02 9.391000000000000014e+00
4.778999999999999773e+02 9.537000000000000810e+00
4.891000000000000227e+02 9.685999999999999943e+00
5.005000000000000000e+02 9.837999999999999190e+00
5.122000000000000455e+02 9.993000000000000327e+00
5.241000000000000227e+02 1.015000000000000036e+01
5.363999999999999773e+02 1.031000000000000050e+01
5.488999999999999773e+02 1.048000000000000043e+01
5.617000000000000455e+02 1.064000000000000057e+01
5.747999999999999545e+02 1.082000000000000028e+01
5.882000000000000455e+02 1.099000000000000021e+01
6.018999999999999773e+02 1.116999999999999993e+01
6.160000000000000000e+02 1.134999999999999964e+01
6.303999999999999773e+02 1.153999999999999915e+01
6.451000000000000227e+02 1.173000000000000043e+01
6.601000000000000227e+02 1.191999999999999993e+01
6.756000000000000227e+02 1.211999999999999922e+01
6.912999999999999545e+02 1.232000000000000028e+01
7.075000000000000000e+02 1.252999999999999936e+01
7.240000000000000000e+02 1.274000000000000021e+01
7.408999999999999773e+02 1.294999999999999929e+01
7.582000000000000455e+02 1.316999999999999993e+01
7.758999999999999773e+02 1.340000000000000036e+01
7.940000000000000000e+02 1.363000000000000078e+01
8.125000000000000000e+02 1.385999999999999943e+01
8.315000000000000000e+02 1.410999999999999943e+01
8.508999999999999773e+02 1.434999999999999964e+01
8.707000000000000455e+02 1.459999999999999964e+01
8.910000000000000000e+02 1.485999999999999943e+01
9.117999999999999545e+02 1.513000000000000078e+01
9.331000000000000227e+02 1.540000000000000036e+01
9.548999999999999773e+02 1.566999999999999993e+01
9.772000000000000455e+02 1.594999999999999929e+01
1.000000000000000000e+03 1.623999999999999844e+01
-----------------------


Mobility *N (1/m/V/s)
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000021e-02 3.801000000000000174e+25
1.022999999999999951e-02 3.794999999999999821e+25
1.047000000000000014e-02 3.788999999999999897e+25
1.072000000000000036e-02 3.782999999999999974e+25
1.097000000000000058e-02 3.775999999999999919e+25
1.122000000000000081e-02 3.769999999999999996e+25
1.148000000000000062e-02 3.762999999999999942e+25
1.175000000000000003e-02 3.755999999999999888e+25
1.203000000000000076e-02 3.748999999999999833e+25
1.230999999999999976e-02 3.742000000000000209e+25
1.260000000000000009e-02 3.734000000000000024e+25
1.289000000000000042e-02 3.726999999999999970e+25
1.319000000000000034e-02 3.718999999999999786e+25
1.349999999999999985e-02 3.711000000000000031e+25
1.380999999999999936e-02 3.702999999999999846e+25
1.413999999999999979e-02 3.693999999999999961e+25
1.447000000000000022e-02 3.686000000000000206e+25
1.480000000000000066e-02 3.676999999999999891e+25
1.515000000000000027e-02 3.668000000000000005e+25
1.549999999999999989e-02 3.657999999999999989e+25
1.585999999999999910e-02 3.649000000000000104e+25
1.623000000000000137e-02 3.639000000000000088e+25
1.660999999999999976e-02 3.629000000000000072e+25
1.700000000000000122e-02 3.617999999999999925e+25
1.739999999999999880e-02 3.607999999999999909e+25
1.779999999999999985e-02 3.597000000000000193e+25
1.822000000000000008e-02 3.586000000000000046e+25
1.864000000000000032e-02 3.574000000000000199e+25
1.907999999999999974e-02 3.563000000000000052e+25
1.951999999999999916e-02 3.551000000000000205e+25
1.998000000000000123e-02 3.537999999999999798e+25
2.044999999999999943e-02 3.525999999999999951e+25
2.092000000000000109e-02 3.512999999999999973e+25
2.140999999999999848e-02 3.499999999999999995e+25
